ID;ALIMENTO;Energia Kcal;Carboidrato total;Prote�na;Lip�dios
C0176E;Peixe, água salgada, pescadinha, à milanesa (ovo e farinha de risca), frito (c/ óleo de soja), c/ sal, Cynoscion striatus, ;261;16,9;20,6;12,5
C0172E;Peixe, água salgada, pescadinha, assado/grelhado, s/ óleo, c/ sal, Cynoscion striatus, ;93;0;20;1,48
C0171E;Peixe, água salgada, pescadinha, assado/grelhado, s/ óleo, s/ sal, Cynoscion striatus, ;98;0,95;20,1;1,48
C0424E;Peixe, água salgada, pescadinha, cozido, ao c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Cynoscion striatus, ;88;2,05;15,3;2,15
C0412E;Peixe, água salgada, pescadinha, cozido, ao molho branco (farinha de trigo, manteiga e leite), s/ sal, Cynoscion striatus, ;111;3,97;16;3,43
C0178E;Peixe, água salgada, pescadinha, cozido, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, Cynoscion striatus, ;111;3,97;16;3,43
C0179E;Peixe, água salgada, pescadinha, cozido, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, Cynoscion striatus, ;88;2,05;15,3;2,15
C0174E;Peixe, água salgada, pescadinha, cozido, drenado, s/ óleo, c/ sal, Cynoscion striatus, ;90;0,88;18,6;1,37
C0173E;Peixe, água salgada, pescadinha, cozido, drenado, s/ óleo, s/ sal, Cynoscion striatus, ;91;0,88;18,6;1,38
C0175E;Peixe, água salgada, pescadinha, ensopado (c/ cebola, tomate e pimentão), c/ óleo, c/ sal, Cynoscion striatus, ;131;2,26;16,8;6,27
C0400E;Peixe, água salgada, pescadinha, ensopado (c/ cebola, tomate e pimentão), c/ óleo, s/ sal, Cynoscion striatus, ;131;2,26;16,8;6,27
C0177E;Peixe, água salgada, pescadinha, frito (c/ óleo de soja), c/ sal, Cynoscion striatus, ;120;0,73;15,5;6,14
C0448E;Peixe, água salgada, pescadinha, frito (c/ óleo de soja), s/ sal, Cynoscion striatus, ;120;0,73;15,5;6,14
C0058E;Peixe, água salgada, pescadinha/tortinha, cru, Isopisthus parvipinnis, ;77;0,44;16,3;1,22
C0437E;Peixe, água salgada, porquinho, à milanesa (farinha de rosca e ovo), frito (c/ óleo de soja), s/ sal, Prochilodus spp., ;267;15,3;25,1;12
C0185E;Peixe, água salgada, porquinho, à milanesa (ovo e farinha de rosca), frito (c/ óleo de soja), c/ sal, Prochilodus spp., ;267;15,3;25,1;12
C0181E;Peixe, água salgada, porquinho, assado/grelhado, s/ óleo, c/ sal, Prochilodus spp., ;109;0;25,3;0,85
C0180E;Peixe, água salgada, porquinho, assado/grelhado, s/ óleo, s/ sal, Prochilodus spp., ;109;0;25,4;0,85
C0425E;Peixe, água salgada, porquinho, cozido, ao c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Prochilodus spp., ;93;0,63;19,2;1,69
C0413E;Peixe, água salgada, porquinho, cozido, ao molho branco (farinha de trigo, manteiga e leite), s/ sal, Prochilodus spp., ;117;2,55;19,9;2,96
C0187E;Peixe, água salgada, porquinho, cozido, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, Prochilodus spp., ;117;2,55;19,9;2,96
C0188E;Peixe, água salgada, porquinho, cozido, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, Prochilodus spp., ;93;0,63;19,2;1,69
C0183E;Peixe, água salgada, porquinho, cozido, drenado, s/ óleo, c/ sal, Prochilodus spp., ;101;0;23,5;0,79
C0182E;Peixe, água salgada, porquinho, cozido, drenado, s/ óleo, s/ sal, Prochilodus spp., ;101;0;23,6;0,79
C0059E;Peixe, água salgada, porquinho, cru, Balistes carolinensis, ;84;0,04;19,4;0,66
C0184E;Peixe, água salgada, porquinho, ensopado (c/ cebola, tomate e pimentão), c/ óleo, c/ sal, Prochilodus spp., ;138;0,71;21,1;5,75
C0401E;Peixe, água salgada, porquinho, ensopado (c/ cebola, tomate e pimentão), c/ óleo, s/ sal, Prochilodus spp., ;138;0,71;21,1;5,75
C0186E;Peixe, água salgada, porquinho, frito (c/ óleo de soja), c/ sal, Prochilodus spp., ;129;0;19,6;5,66
C0449E;Peixe, água salgada, porquinho, frito (c/ óleo de soja), s/ sal, Prochilodus spp., ;129;0;19,6;5,66
C0296E;Peixe, água salgada, salmão, defumado, ;112;0;18,3;4,32
C0066E;Peixe, água salgada, salmão, filé, c/ pele, fresco, grelhado, s/ óleo, s/ sal, ;222;0,03;23,9;14
C0439E;Peixe, água salgada, salmão, filé, s/ pele, à milanesa (farinha de rosca e ovo), frito (c/ óleo de soja), s/ sal, <i>Salmo salar</i> L., ;362;17;24,7;21,9
C0201E;Peixe, água salgada, salmão, filé, s/ pele, à milanesa (ovo e farinha de rosca), frito (c/ óleo de soja), c/ sal, <i>Salmo salar</i> L., ;362;17;24,7;21,9
C0197E;Peixe, água salgada, salmão, filé, s/ pele, assado/grelhado, s/ óleo, c/ sal, <i>Salmo salar</i> L., ;234;0;26;14,5
C0427E;Peixe, água salgada, salmão, filé, s/ pele, cozido, ao c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Merlucius hubbsi, ;177;2,14;18,9;10,4
C0415E;Peixe, água salgada, salmão, filé, s/ pele, cozido, ao molho branco (farinha de trigo, manteiga e leite), s/ sal, <i>Salmo salar</i> L., ;200;4,06;19,6;11,7
C0203E;Peixe, água salgada, salmão, filé, s/ pele, cozido, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, <i>Salmo salar</i> L., ;200;4,06;19,6;11,7
C0204E;Peixe, água salgada, salmão, filé, s/ pele, cozido, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, <i>Salmo salar</i> L., ;177;2,14;18,9;10,4
C0199E;Peixe, água salgada, salmão, filé, s/ pele, cozido, drenado, s/ óleo, c/ sal, <i>Salmo salar</i> L., ;188;1;23,1;10,2
C0198E;Peixe, água salgada, salmão, filé, s/ pele, cozido, drenado, s/ óleo, s/ sal, <i>Salmo salar</i> L., ;189;1;23,2;10,3
C0200E;Peixe, água salgada, salmão, filé, s/ pele, ensopado (c/ cebola, tomate e pimentão), c/ óleo, c/ sal, <i>Salmo salar</i> L., ;230;2,37;20,8;15,3
C0403E;Peixe, água salgada, salmão, filé, s/ pele, ensopado (c/ cebola, tomate e pimentão), c/ óleo, s/ sal, <i>Salmo salar</i> L., ;230;2,37;20,8;15,3
C0202E;Peixe, água salgada, salmão, filé, s/ pele, frito (c/ óleo de soja), c/ sal, <i>Salmo salar</i> L., ;213;0,83;19,3;14,7
C0460E;Peixe, água salgada, salmão, filé, s/ pele, frito (c/ óleo de soja), s/ sal, <i>Salmo salar</i> L., ;213;0,83;19,3;14,7
C0065E;Peixe, água salgada, salmão, s/ pele, fresco, cru, ;168;0,83;19,3;9,71
C0067E;Peixe, água salgada, salmão, s/ pele, fresco, grelhado, s/ óleo, s/ sal, ;235;0;26,1;14,5
C0068E;Peixe, água salgada, sardinha, assada, s/ óleo, s/ sal, ;176;10,3;27;2,99
C0205E;Peixe, água salgada, sardinha, assado/grelhado, s/ óleo, c/ sal, Sardinella brasiliensis, ;156;0,4;32;2,97
C0071E;Peixe, água salgada, sardinha, conserva, c/ molho de tomate, ;212;0,24;24,8;12,4
C0440E;Peixe, água salgada, sardinha, filé, à milanesa (farinha de rosca e ovo), frito (c/ óleo de soja), s/ sal, Sardinella brasiliensis, ;316;15,3;24,8;17,5
C0209E;Peixe, água salgada, sardinha, filé, à milanesa (ovo e farinha de rosca), frito (c/ óleo de soja), c/ sal, Sardinella brasiliensis, ;316;15,3;24,8;17,5
C0074E;Peixe, água salgada, sardinha, filé, c/ cebola e louro, conserva, Coqueiro, ;152;1,64;26,4;4,4
C0072E;Peixe, água salgada, sardinha, filé, conserva, c/ molho de tomate temperado, Coqueiro, ;151;3,1;25,2;4,1
C0073E;Peixe, água salgada, sardinha, filé, conserva, em óleo, ;277;0,01;18,1;22,8
C0428E;Peixe, água salgada, sardinha, filé, cozido, ao c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Sardinella brasiliensis, ;136;0,61;18,9;6,52
C0416E;Peixe, água salgada, sardinha, filé, cozido, ao molho branco (farinha de trigo, manteiga e leite), s/ sal, Sardinella brasiliensis, ;159;2,53;19,7;7,8
C0211E;Peixe, água salgada, sardinha, filé, cozido, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, Sardinella brasiliensis, ;133;2,73;19,7;4,88
C0212E;Peixe, água salgada, sardinha, filé, cozido, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, Sardinella brasiliensis, ;110;0,81;18,9;3,61
C0207E;Peixe, água salgada, sardinha, filé, cozido, drenado, s/ óleo, c/ sal, Sardinella brasiliensis, ;121;0;23,1;3,18
C0206E;Peixe, água salgada, sardinha, filé, cozido, drenado, s/ óleo, s/ sal, Sardinella brasiliensis, ;122;0;23,2;3,19
C0075E;Peixe, água salgada, sardinha, filé, cozido/30 min, s/ óleo, s/ sal, Sardinella brasiliensis, ;144;1,9;27,3;3,07
C0070E;Peixe, água salgada, sardinha, filé, crua, ;139;0,04;18,8;7,12
C0208E;Peixe, água salgada, sardinha, filé, ensopado (c/ cebola, tomate e pimentão), c/ óleo, c/ sal, Sardinella brasiliensis, ;185;0,69;20,8;11,1
C0404E;Peixe, água salgada, sardinha, filé, ensopado (c/ cebola, tomate e pimentão), c/ óleo, s/ sal, Sardinella brasiliensis, ;185;0,69;20,8;11,1
C0210E;Peixe, água salgada, sardinha, filé, frito (c/ óleo de soja), c/ sal, Sardinella brasiliensis, ;173;0;19,3;10,7
C0461E;Peixe, água salgada, sardinha, filé, frito (c/ óleo de soja), s/ sal, Sardinella brasiliensis, ;173;0;19,3;10,7
C0077E;Peixe, água salgada, sardinha, frita, s/ sal, Sardinella brasiliensis, ;252;1,13;33,4;12,7
C0069E;Peixe, água salgada, sardinha, inteira, crua, ;151;5,19;19,8;5,68
C0082E;Peixe, água salgada, surimi, fresco, ;67;1,72;13,7;0,56
C0078E;Peixe, água salgada, tainha, filé, assado/45 min, s/ óleo, s/ sal, Mugil cephalus, ;179;3,33;21,5;8,83
C0079E;Peixe, água salgada, tainha, filé, cozido/30 min, s/ óleo, s/ sal, Mugil cephalus, ;189;0;29,2;8,03
C0080E;Peixe, água salgada, tainha, filé, cru, Mugil cephalus, ;150;0;25,2;5,5
C0081E;Peixe, água salgada, tainha, filé, preparado em micro-ondas, s/ óleo, s/ sal, Mugil cephalus, ;185;1,33;32;5,7
C0465E;Peixe, água salgado, linguado, assado/grelhado, s/ óleo, c/ sal, Pleuronectoidei spp., ;109;0,1;23,4;1,68
C0361E;Peixe, caviar, ;274;3,5;24,6;17,9
C0466E;Peixe, linguado, assado/grelhado, c/ molho de limão (manteiga, suco de limão, farinha de trigo, cebola), c/ sal, Pleuronectoidei spp., ;167;2,51;20,2;8,5
C0076E;Peixe, sardinha, filé, micro-ondas/10 min, s/ óleo, s/ sal, Sardinella brasiliensis, ;231;0;44,2;6,02
C0362E;Peixe, sticks, congelado, preparado, ;274;21,7;11;16,2
C0030B;Pepino, c/ casca, cru, <i>Cucumis sativus</i> l., ;10;2,23;0,7;0,09
C0484F;Pepperoni, carne e porco, fatiado, ;498;1,18;19,3;46,3
C0930B;Pequi, polpa, cozido, s/ óleo, c/ sal, Caryocar brasiliense, ;336;12,5;2,23;33
C0929B;Pequi, polpa, cozido, s/ óleo, s/ sal, Caryocar brasiliense, ;337;12,5;2,24;33,1
C0173C;Pequi, polpa, maduro, <i>in natura</i>, <i>Caryocar brasiliense</i> Camb., ;185;13,1;2,34;18
C0052C;Pera, ´Park´, c/ casca, <i>in natura</i>, <i>Pyrus communis</i> L., ;61;16,1;0,24;0,23
C0053C;Pera, ´Williams´, c/ casca, <i>in natura</i>, <i>Pyrus communis</i> L., ;53;14;0,57;0,11
C0030C;Pera, c/ casca, <i>in natura</i>, Pyrus communis, ;54;14;0,4;0,23
C0196C;Pera, cozida, ao vinho tinto, c/ açúcar, ;133;31,4;0,35;0,16
C0193C;Pera, cozida, caramelada, ;139;35,1;0,39;0,18
C0196F;Peru , peito, defumado, ;124;2,93;19,6;3,8
C0197F;Peru, congelado, assado, s/ óleo, s/ sal, ;158;0,57;26,2;5,68
C0198F;Peru, congelado, cru, ;89;0,03;18;1,83
C0920F;Peru, inteiro, assado, c/ manteiga, c/ sal, ;186;0,54;24,9;9,31
C0121K;Petit gateau (chocolate amargo, farinha de trigo, ovos, manteiga, c/ açúcar), sorvete, c/ calda de chocolate, ;293;35,1;5,77;19,5
C0120K;Petit gateau, (chocolate amargo, farinha de trigo, ovos, manteiga, c/ açúcar), ;446;37,5;8,51;30,2
C0705B;Picles, pepino, azedo, ;10;2,26;0,33;0,2
C0138K;Picolé, industrializado, c/ suco de fruta (média de diferentes sabores), ;81;19,7;0;0,24
C0798B;Pimenta, branca, em grão, Piper nigrum, ;306;74,5;10,4;2,12
C0825B;Pimenta, jalapeño, <i>in natura</i>, Capsicum anuum, ;27;6,5;0,91;0,37
C0797B;Pimenta, preta, em grão, Piper nigrum, ;298;69,4;10,4;3,26
C0828B;Pimenta, vermelha, caiena, <i>in natura</i>, <i>Capsicum annuum</i> <i>Capsicum frutescens</i>, ;376;56,6;12;17,3
C0727B;Pimentão recheado, c/ arroz polido, c/ carne bovina, c/ sal, (pimentão, c/ carne bovina, patinho moído, refogado (c/ óleo, cebola e alho), c/ arroz polido, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ;75;8,44;4,92;2,69
C0726B;Pimentão recheado, c/ carne bovina, c/ sal, (pimentão, c/ carne bovina, patinho moído, refogado (c/ óleo, cebola e alho), c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ;86;4,15;8,37;4,26
C0476B;Pimentão, amarelo, assado, s/ óleo c/ sal, <i>Capsicum annuum</i> L., ;27;5,83;1,25;0,32
C0475B;Pimentão, amarelo, assado, s/ óleo s/ sal, <i>Capsicum annuum</i> L., ;28;5,85;1,25;0,32
C0468B;Pimentão, amarelo, cozido, drenado, s/ óleo, c/ sal, <i>Capsicum annuum</i> L., ;30;6,45;1,38;0,35
C0467B;Pimentão, amarelo, cozido, drenado, s/ óleo, s/ sal, <i>Capsicum annuum</i> L., ;30;6,47;1,39;0,35
C0039B;Pimentão, amarelo, cru, <i>Capsicum annuum</i> L., ;26;5,63;1,21;0,3
C0484B;Pimentão, amarelo, refogado (c/ óleo, cebola e alho), c/ sal, <i>Capsicum annuum</i> L., ;63;11,1;2,38;1,77
C0483B;Pimentão, amarelo, refogado (c/ óleo, cebola e alho), s/ sal, <i>Capsicum annuum</i> L., ;63;11,2;2,38;1,77
C0474B;Pimentão, assado, s/ óleo, c/ sal, <i>Capsicum annuum</i> L., ;25;5,44;1,14;0,28
C0473B;Pimentão, assado, s/ óleo, s/ sal, <i>Capsicum annuum</i> L., ;25;5,46;1,14;0,28
C0466B;Pimentão, cozido, drenado, s/ óleo, c/ sal, <i>Capsicum annuum</i> L., ;28;6,01;1,26;0,31
C0465B;Pimentão, cozido, drenado, s/ óleo, s/ sal, <i>Capsicum annuum</i> L., ;28;6,03;1,26;0,31
C0482B;Pimentão, refogado (c/ óleo, cebola e alho), c/ sal, <i>Capsicum annuum</i> L., ;59;10,4;2,18;1,71
C0481B;Pimentão, refogado (c/ óleo, cebola e alho), s/ sal, <i>Capsicum annuum</i> L., ;59;10,5;2,18;1,71
C0031B;Pimentão, vários tipos, cru (média de diferentes amostras), <i>Capsicum annuum</i> L., ;24;5,25;1,1;0,27
C0478B;Pimentão, verde, assado, s/ óleo, c/ sal, <i>Capsicum annuum</i> L., ;21;4,54;0,94;0,28
C0477B;Pimentão, verde, assado, s/ óleo, s/ sal, <i>Capsicum annuum</i> L., ;21;4,55;0,95;0,28
C0470B;Pimentão, verde, cozido, drenado, s/ óleo, c/ sal, <i>Capsicum annuum</i> L., ;23;5,02;1,04;0,31
C0469B;Pimentão, verde, cozido, drenado, s/ óleo, sal, <i>Capsicum annuum</i> L., ;23;5,03;1,05;0,31
C0037B;Pimentão, verde, cru, <i>Capsicum annuum</i> L., ;20;4,38;0,91;0,27
C0486B;Pimentão, verde, refogado (c/ óleo, cebola e alho), c/ sal, <i>Capsicum annuum</i> L., ;52;8,81;1,83;1,7
C0485B;Pimentão, verde, refogado (c/ óleo, cebola e alho), s/ sal, <i>Capsicum annuum</i> L., ;52;8,84;1,84;1,71
C0480B;Pimentão, vermelho, assado, s/ óleo, c/ sal, <i>Capsicum annuum</i> L., ;25;5,67;1,08;0,15
C0479B;Pimentão, vermelho, assado, s/ óleo, s/ sal, <i>Capsicum annuum</i> L., ;25;5,69;1,08;0,15
C0472B;Pimentão, vermelho, cozido, drenado, s/ óleo, c/ sal, <i>Capsicum annuum</i> L., ;28;6,27;1,19;0,17
C0471B;Pimentão, vermelho, cozido, drenado, s/ óleo, s/ sal, <i>Capsicum annuum</i> L., ;28;6,29;1,2;0,17
C0038B;Pimentão, vermelho, cru, <i>Capsicum annuum</i> L., ;24;5,47;1,04;0,15
C0488B;Pimentão, vermelho, refogado (c/ óleo, cebola e alho), c/ sal, <i>Capsicum annuum</i> L., ;59;10,8;2,07;1,48
C0487B;Pimentão, vermelho, refogado (c/ óleo, cebola e alho), s/ sal, <i>Capsicum annuum</i> L., ;59;10,9;2,08;1,48
C0084C;Pinha, <i>in natura</i>, <i>Annona squamosa</i> L., ;92;22,4;1,49;0,32
C0007U;Pinhão, cozido, s/ sal, <i>Araucaria angustifolia</i> (Bertol.) Kuntze, ;175;43,8;3,15;1
C0809B;Pirão de leite, c/ sal, (leite, farinha de mandioca (aipim, macaxeira), manteiga, cebola, c/ pimenta-do-reino, c/ sal), ;122;14,2;2,58;6,21
C0815B;Pirão de leite, s/ sal, (leite, farinha de mandioca (aipim, macaxeira), manteiga, cebola, c/ pimenta-do-reino, s/ sal), ;125;14,2;2,58;6,62
C0807B;Pirão, c/ caldo de peixe, c/ sal, (caldo de peixe, farinha de mandioca (aipim, macaxeira), extrato de tomate, tomate, pimentão, cebolinha, c/ pimenta-do-reino, c/ sal), ;47;10,6;1,12;0,26
C0808B;Pirão, c/ caldo de peixe, s/ sal, (caldo de peixe, farinha de mandioca (aipim, macaxeira), extrato de tomate, tomate, pimentão, cebolinha, c/ pimenta-do-reino, s/ sal), ;47;10,6;1,12;0,26
C0015U;Pistache, cru, s/ sal, Pistacia vera, ;576;27,2;20,2;45,3
C0225C;Pitaia, <i>in natura</i>, Hylocereus undatus, ;55;13,2;1,4;0,4
C0068C;Pitanga, <i>in natura</i>, <i>Eugenia uniflora</i> L., ;37;9,25;0,84;0,2
C0085C;Pitanga, polpa, congelada, ;20;4,76;0,29;0,12
C0682A;Pizza, 4 queijos, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), muçarela, gorgonzola, requeijão e provolone, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva), ;307;37,6;11,9;12,5
C0681A;Pizza, 5 queijos, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), muçarela, gorgonzola, requeijão, provolone e parmesão, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva), ;321;36,5;13,1;13,9
C1082A;Pizza, abobrinha e frango, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), peito de frango, abobrinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ orégano, c/ azeite de oliva), ;216;33,2;11,5;4,5
C0677A;Pizza, atum, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), atum em conserva, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva), ;277;38,7;13,2;8,01
C1024A;Pizza, brócolis, shiitake e queijo muçarela, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), queijo muçarela, brócolis e cogumelo shiitake, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva), ;227;34,9;8,09;6,55
C1081A;Pizza, calabresa, palmito e queijo muçarela, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), muçarela, palmito, calabresa, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ orégano, c/ azeite de oliva), ;260;33,4;10,1;9,76
C0690A;Pizza, Califórnia, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), muçarela, frutas em calda - abacaxi, pêssego, figo, ameixa e cereja), ;259;45,6;8,04;5,31
C0691A;Pizza, doce, banana, c/ leite condensado, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), banana com passas, c/ leite condensado, açúcar e canela), ;284;57,1;6,84;3,6
C0689A;Pizza, doce, brigadeiro c/ morango, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), brigadeiro, c/ morango), ;282;53,4;7,54;4,52
C0979A;Pizza, escarola e queijo, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), queijo muçarela, escarola refogada (c/ óleo, cebola e alho), c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ azeite de oliva, c/ sal), ;264;39;9,64;8,12
C0678A;Pizza, frango com requeijão, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), peito de frango refogado com requeijão, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva), ;289;38,6;13;9,52
C0684A;Pizza, Hawaiana, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), muçarela, presunto e abacaxi), ;267;39,4;11,5;7,34
C0425A;Pizza, linguiça calabresa, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), linguiça calabresa, queijo muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva), ;297;33;12,2;13,2
C0676A;Pizza, lombo canadense, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), lombo canadense, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva), ;290;38,5;14,7;8,88
C0685A;Pizza, Marguerita, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), muçarela, tomate, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), manjericão, c/ azeite de oliva), ;269;39;9,99;8,48
C0248T;Pizza, massa de grão de bico, c/ queijo vegano e tomate, (grão de bico, aveia em flocos, alho pó, água, cúrcuma, fermento biológico, azeite de oliva, tomate, leite de coco, polvilho, páprica, orégano, molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ;178;20,3;4,62;9,51
C0199A;Pizza, massa, assada, (farinha de trigo, óleo, fermento biológico, sal e açúcar), ;326;62,6;9,37;4,72
C0225A;Pizza, muçarela, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), queijo muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva), ;283;33,2;12,2;11,6
C0688A;Pizza, Napolitana, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), muçarela, sardinha em conserva, azeitona preta, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva), ;301;38,7;11,8;11,3
C0875A;Pizza, palmito e requeijão, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), muçarela, palmito, requeijão, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva), ;234;33,4;8,55;7,8
C0686A;Pizza, pepperoni, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), muçarela, pepperoni, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva), ;334;38,6;12,2;14,9
C0427A;Pizza, portuguesa, assada, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), presunto, ovo, cebola, tomate e azeitona, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva), ;249;29,5;9,82;10,7
C0429A;Pizza, portuguesa, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), queijo muçarela, presunto, cebola, tomate, azeitona e ovo cozido, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), ;252;36,2;9,67;7,89
C0096N;Pizza, portuguesa, light, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), presunto, cebola, tomate, azeitona e ovo cozido, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ azeite de oliva), ;219;36,5;7,81;5,04
C0426A;Pizza, presunto, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), queijo muçarela, ham, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva), ;250;32,6;12,2;8,17
C0683A;Pizza, queijo muçarela com peito de peru, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), muçarela com peito de peru, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva), ;278;38,9;12,3;8,49
C0428A;Pizza, queijo, rúcula e tomate, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), ricota, queijo muçarela, rúcula e tomate, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), s/ azeite de oliva), ;217;29,2;11;7,12
C0679A;Pizza, rúcula ,c/ tomate seco e muçarela de búfula, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), rúcula com tomate seco, muçarela de búfala, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva), ;297;40,8;9,29;11,2
C0680A;Pizza, salame, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), salame, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva), ;320;38,8;13,2;12,7
C0687A;Pizza, vegetariana, caseira, (massa (farinha de trigo, óleo, fermento biológico, sal e açúcar), brócolis, pimentão vermelho, champignon paris, azeitona preta, c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), c/ azeite de oliva), ;234;39,7;6,34;5,97
C0472E;Poke hawaiano, c/ atum, pepino, avocado e cebola, (arroz para sushi (c/ vinagre de arroz, açúcar e sal), atum, pepino, avocado, cebola, amendoim, cebolinha, gergelim, c/ óleo de gergelim, c/ molho shoyu), ;135;9,23;8,3;7,8
C0470E;Poke hawaiano, c/ salmão e pepino, (arroz para sushi (c/ vinagre de arroz, açúcar e sal), salmão, pepino, amendoim, cebolinha, gergelim, c/ óleo de gergelim, c/ molho shoyu), ;155;9,73;8,9;9,18
C0471E;Poke hawaiano, c/ salmão, pepino, manga e cenoura, (arroz para sushi (c/ vinagre de arroz, açúcar e sal), salmão, pepino, manga, cenoura, amendoim, cebolinha, gergelim, c/ óleo de gergelim, c/ molho shoyu), ;64;10,9;6,23;6,27
C0672A;Polenta, c/ molho à bolonhesa (carne bovina - patinho moído, tomate, cebola, alho, c/ óleo), c/ queijo parmesão, c/ sal, ;134;16,3;6,9;5,16
C0673A;Polenta, c/ molho à bolonhesa (carne bovina - patinho moído, tomate, cebola, alho, c/ óleo), c/ sal, ;96;17,3;4,2;1,71
C0674A;Polenta, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ peito de frango refogado, c/ queijo parmesão, c/ sal, ;142;15,5;8,62;5,4
C0675A;Polenta, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ peito de frango refogado, c/ sal, ;105;16,3;6,2;1,98
C0097B;Polvilho, doce, ;349;86,8;0,43;tr
C0157H;Ponche de frutas, com álcool, (espumante, refrigerante de limão, vodka, abacaxi, uva, kiwi, maçã, laranja e pêssego em calda), ;65;10,1;0,45;0,23
