ID;ALIMENTO;Energia Kcal;Carboidrato total;Prote�na;Lip�dios
C0775F;Carne, frango, coração, cozida (líquido do cozimento excluído), s/ óleo, c/ sal, Gallus gallus, ;241;0;20,8;17,6
C0774F;Carne, frango, coração, cozida (líquido do cozimento excluído), s/ óleo, s/ sal, Gallus gallus, ;243;0;20,9;17,6
C0119F;Carne, frango, coração, crua, Gallus gallus, ;190;0;12,1;15,7
C0120F;Carne, frango, coração, crua, Gallus gallus,Seara, ;156;0;13;11,5
C0773F;Carne, frango, coração, frita (c/ óleo de soja), c/ sal, Gallus gallus, ;254;0;20,6;19
C0772F;Carne, frango, coração, frita (c/ óleo de soja), s/ sal, Gallus gallus, ;255;0;20,6;19,1
C0771F;Carne, frango, coração, grelhada, s/ óleo, c/ sal, Gallus gallus, ;198;0;22,3;12
C0107F;Carne, frango, coração, grelhado, s/ óleo, s/ sal, Gallus gallus, ;201;0,61;22,4;12,1
C0777F;Carne, frango, coração, refogada (c/ óleo, cebola e alho), c/ sal, Gallus gallus, ;416;0,74;25,8;34,4
C0776F;Carne, frango, coração, refogada (c/ óleo, cebola e alho), s/ sal, Gallus gallus, ;418;0,75;25,9;34,6
C0124F;Carne, frango, coxa e sobrecoxa, s/ pele, crua, Gallus gallus, ;136;0;17,6;7,33
C0125F;Carne, frango, coxa e sobrecoxa, s/ pele, crua, Gallus gallus, ;138;0;17,5;7,5
C0936F;Carne, frango, coxa, c/ pele, assada, c/ molho de alecrim (vinagre de maçã, alecrim, pimenta-do-reino, c/ azeite de oliva, c/ açúcar), c/ sal, ;232;1,17;25,7;13,9
C0937F;Carne, frango, coxa, c/ pele, assada, c/ molho de alecrim (vinagre de maçã, alecrim, pimenta-do-reino, c/ azeite de oliva, c/ açúcar), s/ sal, ;233;1,47;25,7;13,9
C0842F;Carne, frango, coxa, c/ pele, assada, s/ óleo, c/ sal, ;207;0,06;28,4;10,3
C0108F;Carne, frango, coxa, c/ pele, assada, s/ óleo, s/sal, Gallus gallus, ;207;0,06;28,5;10,4
C0121F;Carne, frango, coxa, c/ pele, crua, Gallus gallus, ;158;0,36;17,6;9,56
C0122F;Carne, frango, coxa, c/ pele, crua, Gallus gallus,Seara, ;147;0;17,5;8,5
C0843F;Carne, frango, coxa, s/ pele, cozida, s/ óleo, c/ sal, ;159;0;26,6;5,82
C0109F;Carne, frango, coxa, s/ pele, cozida, s/ óleo, s/ sal, Gallus gallus, ;160;0;26,8;5,85
C0123F;Carne, frango, coxa, s/ pele, crua, Gallus gallus, ;115;0,02;17,8;4,86
C0118F;Carne, frango, crua (média de diferentes cortes), Gallus gallus, ;152;0,81;18,7;8,21
C0475F;Carne, frango, empanado, tipo nuggets, congelado, assado (s/ óleo), ;303;29,7;18,5;12,8
C0473F;Carne, frango, empanado, tipo nuggets, congelado, cru, ;245;19,9;12,4;13,2
C0474F;Carne, frango, empanado, tipo nuggets, congelado, frito (c/ óleo de soja), ;339;24,7;15,4;20,3
C0779F;Carne, frango, fígado, cozida (líquido do cozimento excluído), s/ óleo, c/ sal, ;146;2,09;22,5;5,34
C0778F;Carne, frango, fígado, cozida (líquido do cozimento excluído), s/ óleo, s/ sal, ;147;2,1;22,6;5,37
C0128F;Carne, frango, fígado, crua, Gallus gallus, ;113;1,61;17,4;4,13
C0117F;Carne, frango, fígado, frita (c/ óleo de soja), s/ sal, ;147;0;23,2;6,02
C0781F;Carne, frango, fígado, refogada (c/ óleo, cebola e alho), c/ sal, ;161;2,83;22,6;6,55
C0780F;Carne, frango, fígado, refogada (c/ óleo, cebola e alho), s/ sal, ;161;2,85;22,7;6,58
C0718F;Carne, frango, inteiro, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), c/ sal (média de amostras c/ e s/ pele), Gallus gallus, ;284;6,34;21,3;19,3
C0717F;Carne, frango, inteiro, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), s/ sal (média de amostras c/ e s/ pele), Gallus gallus, ;285;6,37;21,4;19,4
C0129F;Carne, frango, inteiro, c/ pele, crua, Gallus gallus, ;218;0;16,2;17
C0111F;Carne, frango, inteiro, cozida/30 min, s/ óleo, s/ sal, Gallus gallus, ;181;0;25,9;8,54
C0552F;Carne, frango, inteiro, ensopada, c/ pequi, pimentão, tomate, salsa, noz moscada, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal, ;179;3,78;16,3;11,4
C0553F;Carne, frango, inteiro, ensopada, c/ pequi, pimentão, tomate, salsa, noz moscada, c/ óleo, cebola e alho, c/ pimenta-do-reino, s/ sal, ;179;3,82;16,3;11,4
C0546F;Carne, frango, inteiro, ensopado, c/ batata, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, c/ sal, ;143;3,9;16,3;7,17
C0547F;Carne, frango, inteiro, ensopado, c/ batata, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, s/ sal, ;144;3,93;16,3;7,17
C0548F;Carne, frango, inteiro, ensopado, c/ quiabo, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, c/ sal, ;138;2,84;16,3;7,11
C0550F;Carne, frango, inteiro, ensopado, c/ quiabo, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, s/ sal, ;138;2,87;16,3;7,11
C0544F;Carne, frango, inteiro, ensopado, c/ tomate, pimentão, batata, salsa, c/ óleo, cebola e alho, c/pimenta-do-reino, c/ sal, ;127;3,77;14,9;5,98
C0545F;Carne, frango, inteiro, ensopado, c/ tomate, pimentão, batata, salsa, c/ óleo, cebola e alho, c/pimenta-do-reino, s/ sal, ;127;3,8;14,9;5,98
C0549F;Carne, frango, inteiro, ensopado, c/ tomate, pimentão, quiabo, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal, ;115;3,11;13,7;5,57
C0551F;Carne, frango, inteiro, ensopado, c/ tomate, pimentão, quiabo, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, s/ sal, ;115;3,14;13,7;5,57
C0542F;Carne, frango, inteiro, ensopado, c/ tomate, pimentão, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal, ;145;2,04;18,6;7,01
C0543F;Carne, frango, inteiro, ensopado, c/ tomate, pimentão, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, s/ sal, ;145;2,08;18,6;7,01
C0540F;Carne, frango, inteiro, ensopado, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, c/ sal, ;157;2,45;18,8;8,22
C0541F;Carne, frango, inteiro, ensopado, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, s/ sal, ;157;2,48;18,8;8,23
C0720F;Carne, frango, inteiro, refogada (c/ óleo, cebola e alho), c/ sal (média de amostras c/ e s/ pele), Gallus gallus, ;236;0,74;23,9;15,2
C0719F;Carne, frango, inteiro, refogada (c/ óleo, cebola e alho), s/ sal (média de amostras c/ e s/ pele), Gallus gallus, ;237;0,75;24;15,3
C0110F;Carne, frango, inteiro, s/ pele, assada, s/ óleo, s/ sal, Gallus gallus, ;180;0,12;28;7,5
C0130F;Carne, frango, inteiro, s/ pele, crua, Gallus gallus, ;122;0;20,4;4,57
C0716F;Carne, frango, inteiro, s/ pele, frita (c/ óleo de soja), c/ sal, Gallus gallus, ;236;0;25,7;14,8
C0715F;Carne, frango, inteiro, s/ pele, frita (c/ óleo de soja), s/ sal, Gallus gallus, ;237;0;25,8;14,9
C0714F;Carne, frango, inteiro, s/ pele, grelhada/assada, s/ óleo, c/ sal, Gallus gallus, ;179;0;27,9;7,47
C0840F;Carne, frango, moela, cozida, s/ óleo, c/ sal, ;126;0,92;28,7;0,88
C0249F;Carne, frango, moela, cozida, s/ óleo, s/ sal, Gallus gallus, ;127;0,92;28,8;0,88
C0131F;Carne, frango, moela, crua, Gallus gallus, ;85;0;20;0,56
C0908F;Carne, frango, pé, cozido, c/ óleo de soja, cebola e alho, c/ sal, Gallus gallus, ;212;0,87;18,6;15
C0909F;Carne, frango, pé, cozido, s/ óleo, c/ sal, Gallus gallus, ;209;0,2;19,3;14,5
C0907F;Carne, frango, pé, cozido, s/ óleo, s/ sal, ;210;0,2;19,4;14,6
C0229F;Carne, frango, peito, à milanesa (farinha de trigo, ovo e farinha de rosca), cru, s/ sal, ;133;7,51;28,5;8,42
C0511F;Carne, frango, peito, c/ batata, c/ óleo, cebola e alho, c/ sal, ;120;5,61;18;2,97
C0231F;Carne, frango, peito, c/ pele, assada, s/ óleo, c/ sal, Gallus gallus, ;201;0;33,1;7,59
C0112F;Carne, frango, peito, c/ pele, assada, s/ óleo, s/ sal, Gallus gallus, ;203;0;33,4;7,65
C0132F;Carne, frango, peito, c/ pele, crua, Gallus gallus, ;143;0;20,7;6,7
C0510F;Carne, frango, peito, c/ vegetais - brócolis e cenoura, c/ óleo, cebola e alho, c/ sal, ;101;2,7;16,6;2,95
C0509F;Carne, frango, peito, c/ vegetais - cenoura, chuchu, vagem, c/ óleo, cebola e alho, c/ sal, ;101;3,15;16,3;2,85
C0886F;Carne, frango, peito, cozida, c/ molho chimichurri (páprica, alho, cebolinha, salsa, vinagre, c/ azeite de oliva), c/ sal, ;203;1,58;25,5;10,6
C0884F;Carne, frango, peito, cozida, c/ molho escuro (farinha de trigo, molho shoyu, salsa, c/ caldo de vegetais, c/ pimenta-do-reino, c/ manteiga, c/ cebola), c/ sal, ;177;3,73;23,1;7,82
C0239F;Carne, frango, peito, filé, à milanesa (farinha de trigo, ovo e farinha de rosca), frita em imersão (c/ óleo de soja), c/ sal, Gallus gallus, ;284;15,5;25,5;13,5
C0238F;Carne, frango, peito, filé, à milanesa (farinha de trigo, ovo e farinha de rosca), frita em imersão (c/óleo de soja), s/ sal, Gallus gallus, ;286;15,7;25,7;13,7
C0134F;Carne, frango, peito, filé, crua, Gallus gallus,Seara, ;102;0;21;2
C0824F;Carne, frango, peito, refogada (c/ óleo, cebola e alho), c/ batata, s/ sal, Gallus gallus, ;107;6,49;15,6;2,24
C0825F;Carne, frango, peito, refogada (c/ óleo, cebola e alho), c/ legumes (cenoura e vagem), s/ sal, Gallus gallus, ;91;2,71;15,5;2,3
C0113F;Carne, frango, peito, s/ pele, assada, s/ óleo, s/ sal, Gallus gallus, ;153;0;31,1;3,16
C0243F;Carne, frango, peito, s/ pele, cozida, c/ molho branco (leite, manteiga e farinha de trigo), c/ sal, Gallus gallus, ;157;2,32;26,2;4,85
C0242F;Carne, frango, peito, s/ pele, cozida, c/ molho branco (leite, manteiga e farinha de trigo), s/ sal, Gallus gallus, ;162;3,29;26,3;4,87
C0241F;Carne, frango, peito, s/ pele, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, Gallus gallus, ;127;0,85;25,4;2,67
C0240F;Carne, frango, peito, s/ pele, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Gallus gallus, ;131;1,79;25,6;2,68
C0233F;Carne, frango, peito, s/ pele, cozida, drenada, c/ óleo de soja, c/ sal, Gallus gallus, ;186;0;29,7;7,94
C0232F;Carne, frango, peito, s/ pele, cozida, drenada, c/ óleo de soja, s/ sal, Gallus gallus, ;192;0;29,9;8
C0195F;Carne, frango, peito, s/ pele, cozida, drenada, s/ óleo, c/ sal, Gallus gallus, ;153;0;31,2;3,13
C0194F;Carne, frango, peito, s/ pele, cozida, drenada, s/ óleo, s/ sal, Gallus gallus, ;154;0;31,5;3,16
C0133F;Carne, frango, peito, s/ pele, crua, Gallus gallus, ;105;0;21,1;2,29
C0237F;Carne, frango, peito, s/ pele, frita (c/ óleo de soja), c/ sal, ;187;0;30,3;7,33
C0236F;Carne, frango, peito, s/ pele, frita, c/ óleo de soja, s/ sal, ;188;0;30,4;7,36
C0114F;Carne, frango, peito, s/ pele, grelhada, s/ óleo, s/ sal, Gallus gallus, ;150;0;32;2,48
C0230F;Carne, frango, peito, s/ pele, grelhada, s/ gordura, s/ óleo, c/ sal, Gallus gallus, ;149;0;31,8;2,46
C0235F;Carne, frango, peito, s/ pele, refogado (c/ óleo, cebola e alho), c/ sal, Gallus gallus, ;161;0,74;29,7;4,4
C0234F;Carne, frango, peito, s/ pele, refogado (c/ óleo, cebola e alho), s/ sal, Gallus gallus, ;162;0,75;29,9;4,43
C0135F;Carne, frango, peito, sassami, crua, Gallus gallus,Seara, ;104;0;22,5;1,5
C0098F;Carne, frango, preparada, s/ sal (média de diferentes preparos), Gallus gallus, ;196;0,57;28;9,12
C0955F;Carne, frango, sobrecoxa, c/ pele, assada, s/ óleo, c/ sal, Frango sobrecoxa c/ pele assada, ;1045;250;55;0
C0115F;Carne, frango, sobrecoxa, c/ pele, assada, s/ óleo, s/ sal, Gallus gallus, ;251;0;28,7;15,2
C0126F;Carne, frango, sobrecoxa, c/ pele, crua, Gallus gallus, ;242;0;16,7;19,5
C0127F;Carne, frango, sobrecoxa, c/ pele, crua, Gallus gallus,Seara, ;234;0;18;18
C0956F;Carne, frango, sobrecoxa, s/ pele, assada, s/ óleo, c/ sal, ;936;224;57,5;0
C0116F;Carne, frango, sobrecoxa, s/ pele, assada, s/ óleo, s/ sal, Gallus gallus, ;232;1,7;29,2;12
C0103F;Carne, frango/galinha, peito, s/ pele, filé, empanado, cru, s/ sal (média de diferentes amostras), Gallus gallus, ;104;14,9;7,91;1,47
C0831F;Carne, galeto, assada, s/ óleo, c/ sal, ;184;36,6;5,83;1,93
C0250F;Carne, galeto, assada, s/ sal, Gallus gallus, ;206;6,58;20,2;11
C0906F;Carne, galinha da angola, carne e pele, cozida, c/ óleo de soja, cebola e alho, c/ sal, Numida meleagris, ;160;0,68;22,8;7,35
C0905F;Carne, galinha da angola, carne e pele, cozida, s/ óleo, c/ sal, Numida meleagris, ;155;0;23,9;6,58
C0568F;Carne, galinha da angola, carne e pele, crua, Numida meleagris, ;152;0;23,4;6,45
C0902F;Carne, ganso, domesticado, carne e pele, cozido, assado, s/ óleo, c/ sal, ;298;0;25,2;21,9
C0904F;Carne, ganso, domesticado, carne e pele, cozido, c/ óleo de soja, cebola e alho, c/ sal, <i>Anser anser</i> domesticus, ;296;0,68;24;21,9
C0903F;Carne, ganso, domesticado, carne e pele, cozido, s/ óleo, c/ sal, <i>Anser anser</i> domesticus, ;297;0;25;21,8
C0572F;Carne, jacaré, rabo, à milanesa (farinha de trigo, ovo e farinha de rosca), frita em imersão (c/ óleo de soja), c/ pimenta-do-reino, c/ alho, c/ sal, ;255;15,1;25,9;10,2
C0147F;Carne, ovino, capão, crua (média de diferentes cortes), ;147;0;19,8;7,57
C0148F;Carne, ovino, capão, lombo, crua, ;149;0,01;20,6;7,33
C0149F;Carne, ovino, capão, meia carcaça, crua, ;157;0,86;20,4;8
C0150F;Carne, ovino, capão, paleta, crua, ;163;0;20,3;9,16
C0151F;Carne, ovino, capão, perna, crua, ;142;0;19,9;7
C0136F;Carne, ovino, cordeiro, crua (média de diferentes cortes), Ovis aries, ;112;0;21;3,08
C0137F;Carne, ovino, cordeiro, lombo, crua, Ovis aries, ;113;1,08;20,7;2,85
C0139F;Carne, ovino, cordeiro, músculo, s/ gordura externa, crua, Ovis aries, ;104;1;20;2,25
C0138F;Carne, ovino, cordeiro, meia carcaça, crua, Ovis aries, ;116;0,04;23;2,66
C0140F;Carne, ovino, cordeiro, paleta, crua, Ovis aries, ;123;0,02;20,5;4,5
C0141F;Carne, ovino, cordeiro, perna, crua, Ovis aries, ;107;1,43;20,5;2,16
C0142F;Carne, ovino, ovelha, crua (média de diferentes cortes), Ovis aries, ;146;0;19,8;7,45
C0143F;Carne, ovino, ovelha, lombo, crua, Ovis aries, ;145;0;19,4;7,5
C0144F;Carne, ovino, ovelha, meia carcaça, crua, Ovis aries, ;156;0;20,4;7,83
C0145F;Carne, ovino, ovelha, paleta, crua, Ovis aries, ;160;1,9;20,6;7,83
C0851F;Carne, ovino, ovelha, perna, cozida, assada, s/ óleo, c/ sal, ;182;0;28,2;7,71
C0518F;Carne, ovino, ovelha, perna, cozida, assada, s/ óleo, s/ sal, ;183;0;28,3;7,74
C0519F;Carne, ovino, ovelha, perna, cozida, c/ batata, cenoura, chuchu, abobrinha, ervilha em vagem, c/ óleo, cebola e alho, c/ alecrim, c/ pimenta do reino, c/ sal, ;135;3,31;17,6;5,98
C0520F;Carne, ovino, ovelha, perna, cozida, c/ batata, cenoura, chuchu, abobrinha, ervilha em vagem, c/ óleo, cebola e alho, c/ alecrim, c/ pimenta do reino, s/ sal, ;137;3,6;17,6;6,05
C0146F;Carne, ovino, ovelha, perna, crua, Ovis aries, ;150;0;20,2;7,73
C0497F;Carne, pato, assada, c/ tucupi, pimenta-de-cheiro, jambu, chicória (coentro bravo), cebola, alho, c/ sal, ;240;2,25;13,8;19,7
C0841F;Carne, pato, inteiro, cozido, assado, s/ óleo, c/ sal, ;126;0,92;28,7;0,88
C0479F;Carne, peru, assado, inteiro, recheado, c/ farofa - farinha de mandioca (aipim, macaxeira), moela e fígado, tomate, azeitona, c/ óleo, cebola e alho, c/ sal, ;171;10,1;21,2;5,4
C0791F;Carne, peru, coxa, s/ pele, assada, s/ óleo, c/ sal, Meleagris gallopavo, ;184;0;22,9;10,3
C0790F;Carne, peru, coxa, s/ pele, assada, s/ óleo, s/ sal, Meleagris gallopavo, ;185;0;23;10,3
C0793F;Carne, peru, coxa, s/ pele, cozida, drenada, s/ óleo, c/ sal, Meleagris gallopavo, ;189;0;23,5;10,6
C0792F;Carne, peru, coxa, s/ pele, cozida, drenada, s/ óleo, s/ sal, Meleagris gallopavo, ;190;0;23,6;10,6
C0152F;Carne, peru, coxa, s/ pele, crua, Meleagris gallopavo, ;133;0,07;16,5;7,43
C0787F;Carne, peru, peito, s/ pele, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), c/ sal, Meleagris gallopavo, ;220;7,13;24,3;10,6
C0786F;Carne, peru, peito, s/ pele, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), s/ sal, Meleagris gallopavo, ;221;7,16;24,4;10,6
C0789F;Carne, peru, peito, s/ pele, cozida, drenada, s/ óleo, c/ sal, Meleagris gallopavo, ;137;0;29,5;2,09
C0788F;Carne, peru, peito, s/ pele, cozida, drenada, s/ óleo, s/ sal, Meleagris gallopavo, ;138;0;29,7;2,1
C0153F;Carne, peru, peito, s/ pele, crua, Meleagris gallopavo, ;103;0,65;21,7;1,53
C0785F;Carne, peru, peito, s/ pele, frita (c/ óleo de soja), c/ sal, Meleagris gallopavo, ;199;0;27,4;9,9
C0784F;Carne, peru, peito, s/ pele, frita (c/ óleo de soja), s/ sal, Meleagris gallopavo, ;200;0;27,5;9,94
C0783F;Carne, peru, peito, s/ pele, grelhada/assada, s/ óleo, c/ sal, Meleagris gallopavo, ;130;0;28;1,98
C0782F;Carne, peru, peito, s/ pele, grelhada/assada, s/ óleo, s/ sal, Meleagris gallopavo, ;130;0;28,1;1,99
C0821F;Carne, picanha, crua (média de amostras c/ e s/ gordura), Bos taurus, ;168;0;20;9,72
C0158F;Carne, porco, bisteca, crua, Sus ssp., ;151;1,5;20,9;6,84
C0687F;Carne, porco, bisteca, empanada (farinha de trigo), frita (c/ óleo de soja), c/ sal, Sus ssp, ;286;7,52;26,9;16,5
C0686F;Carne, porco, bisteca, empanada (farinha de trigo), frita (c/ óleo de soja), s/ sal, Sus ssp, ;287;7,55;27;16,6
C0685F;Carne, porco, bisteca, frita (c/ óleo de soja), c/ sal, Sus ssp, ;300;0;33,6;18,4
C0159F;Carne, porco, bisteca, frita (c/ óleo de soja), s/ sal, Sus ssp., ;298;0,05;33,3;18,3
C0592F;Carne, porco, bisteca, frita, c/ óleo, cebola e alho, c/ sal, ;296;0,72;31,8;18,5
C0160F;Carne, porco, bisteca, grelhada, s/ óleo, s/ sal, Sus ssp., ;275;0,64;28,9;17,4
C0684F;Carne, porco, bisteca, grelhada/assada, s/ óleo, c/ sal, Sus ssp, ;271;0;28,8;17,3
C0690F;Carne, porco, bisteca, refogada (c/ óleo, cebola e alho), c/ sal, Sus ssp, ;392;0;30,1;30,1
C0688F;Carne, porco, bisteca, refogada (c/ óleo, cebola e alho), s/ sal, Sus ssp, ;273;0,75;27,6;17,7
C0696F;Carne, porco, costela, assada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, Sus ssp, ;328;1,33;24,4;25,2
C0695F;Carne, porco, costela, assada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Sus ssp, ;330;1,34;24,5;25,3
C0689F;Carne, porco, costela, assada, s/ óleo, c/ sal, Sus ssp, ;392;0;30,1;30,1
C0161F;Carne, porco, costela, assada, s/ óleo, s/ sal, Sus ssp., ;398;1,2;30,2;30,3
C0162F;Carne, porco, costela, crua, Sus ssp., ;251;0,05;18;19,8
C0692F;Carne, porco, costela, frita (c/ óleo de soja), c/ sal, Sus ssp, ;432;0;27,7;35,7
C0691F;Carne, porco, costela, frita (c/ óleo de soja), s/ sal, Sus ssp, ;434;0;27,8;35,9
C0694F;Carne, porco, costela, refogada (c/ óleo, cebola e alho), c/ sal, Sus ssp, ;418;0,74;29,2;33,2
C0693F;Carne, porco, costela, refogada (c/ óleo, cebola e alho), s/ sal, Sus ssp, ;420;0,75;29,3;33,3
C0521F;Carne, porco, cozida, c/ batata e vegetais - cenoura, chuchu, vagem, c/ óleo, cebola e alho, c/ sal, ;183;3,96;18,2;10,7
C0522F;Carne, porco, cozida, c/ batata e vegetais - cenoura, chuchu, vagem, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, ;177;4,16;16,8;10,6
C0861F;Carne, porco, cozida, s/ óleo, c/ sal, ;188;1,41;36;4,88
C0860F;Carne, porco, cozida, s/ óleo, s/ sal, ;189;0;36,2;4,9
C0154F;Carne, porco, crua (média de diferentes cortes), Sus ssp., ;185;1,5;19,8;11,1
C0492F;Carne, porco, lombo, assada, recheada - cebola, cenoura, pimentão vermelho, c/ sal, ;150;2,31;25,4;4,53
C0481F;Carne, porco, lombo, assada, recheada - cebola, damasco, cogumelo paris, c/ cebola, c/ sal, ;174;8,05;25,8;4,59
C0493F;Carne, porco, lombo, assada, recheada, c/ linguiça calabresa, c/ sal, ;210;0,2;32,1;9,03
C0163F;Carne, porco, lombo, assada, s/ óleo, s/ sal, Sus ssp., ;200;0;35,7;6,4
C0164F;Carne, porco, lombo, crua, Sus ssp., ;180;0;20;11,1
C0701F;Carne, porco, lombo, empanada (farinha de trigo), frita (c/ óleo de soja), c/ sal, Sus ssp, ;340;7,52;27;22,5
C0700F;Carne, porco, lombo, empanada (farinha de trigo), frita (c/ óleo de soja), s/ sal, Sus ssp, ;341;7,55;27,1;22,6
C0699F;Carne, porco, lombo, frita (c/ óleo de soja), c/ sal, Sus ssp, ;255;0;32,7;13,8
C0698F;Carne, porco, lombo, frita (c/ óleo de soja), s/ sal, Sus ssp, ;256;0;32,9;13,9
C0934F;Carne, porco, lombo, grelhada/assada, c/ manteiga, c/ molho de abacaxi e mel, c/ pimenta-do-reino, c/ sal, ;206;4,06;26,9;9,12
C0935F;Carne, porco, lombo, grelhada/assada, c/ manteiga, c/ molho de abacaxi e mel, c/ pimenta-do-reino, s/ sal, ;207;4,31;26,9;9,13
C0761F;Carne, porco, lombo, grelhada/assada, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, Sus ssp, ;198;3,26;29,5;7,41
C0760F;Carne, porco, lombo, grelhada/assada, c/ molho branco (farinha de trigo, manteiga e leite), s/ sal, Sus ssp, ;199;3,27;29,7;7,44
C0705F;Carne, porco, lombo, grelhada/assada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, Sus ssp, ;175;1,33;28,8;6,14
C0704F;Carne, porco, lombo, grelhada/assada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Sus ssp, ;176;1,34;28,9;6,17
C0697F;Carne, porco, lombo, grelhada/assada, s/ óleo, c/ sal, Sus ssp, ;200;0;35,6;6,37
C0703F;Carne, porco, lombo, refogada (c/ óleo, cebola e alho), c/ sal, Sus ssp, ;262;0,74;27,7;16,5
C0702F;Carne, porco, lombo, refogada (c/ óleo, cebola e alho), s/ sal, Sus ssp, ;263;0,75;27,9;16,6
C0165F;Carne, porco, lombo, temperado, crua, Sus ssp.,Seara, ;162;0;18;10
C0848F;Carne, porco, orelha, cozido, s/ óleo, s/ sal, ;162;0,2;16;10,8
C0155F;Carne, porco, orelha, salgada, crua, Sus ssp., ;253;0;18,5;19,9
C0913F;Carne, porco, pé, cozido, s/ óleo, c/ sal, ;231;0;21,8;16
C0846F;Carne, porco, pé, cozido, s/ óleo, s/ sal, ;232;0;21,9;16,1
C0166F;Carne, porco, paleta, crua, Sus ssp., ;220;5,65;18,1;13,9
C0480F;Carne, porco, pernil, assada, c/ molho de limão (suco de limão, manteiga e farinha de trigo), c/ óleo, cebola e alho, c/ sal, ;273;5,19;29,4;15
C0489F;Carne, porco, pernil, assada, c/ tucupi, pimenta-de-cheiro, jambu, chicória (coentro bravo), cebola, alho, c/ sal, ;196;4,53;22,9;9,69
C0167F;Carne, porco, pernil, assada, s/ óleo, s/ sal, Sus ssp., ;267;3,3;32,1;13,9
C0168F;Carne, porco, pernil, crua, Sus ssp., ;183;0,67;20,1;11,1
C0708F;Carne, porco, pernil, frita (c/ óleo de soja), c/ sal, Sus ssp, ;304;0;29,4;20,7
